Product name,description,SKU code,Regular Price,Sale Price,Stock quantity,weight,height,Related product,Short description,parameters,parameter price,Image URL,Meta title SEO,Meta Keyword,Meta Description,Categories,Date
Callebaut 823NV Milk Couverture 33.6% - 10kg Callets,"<p style=""font-size: 11.99px;""><span style=""font-size: 12px;"">This Belgian Milk Coverture with 33.6% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.</span></p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Reference: </strong>823NV</p><p><strong>Flavour Profile: </strong>Balanced milk, cocoa and caramel taste</p><p><strong>Cacao solids: </strong>33.6% </p><p><strong>Weight: </strong>10kg</p><p><img alt="""" src=""/source/ckfinder/files/Callebaut-Milk-Chocolate-Chocolizer.jpg"" style=""width: 200px; height: 200px;"" /></p><p style=""font-size: 11.99px;""><strong>Origin of the Cocoa Beans: </strong>Mainly West African cocoa beans, mostly Forastero variety</p><p style=""font-size: 11.99px;""><strong>Pairing Tips:</strong> Cinnamon, Vanilla, Mango, Cognac (Armagnac), Grappa, Lavender, Apricot, Lemon, Truffle Oil, Laurel, Cardamom, Leffe Blond, Cloves, Macadamia nut</p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,190,0,9927,10.06,0,,"This Callebaut Belgian Milk Couverture with 33.6% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/169201303012635149530129414562.png,Callebaut 823NV Milk Couverture 33.6% 10kg Callets - Savour Chocolate & Patisserie School,"callebaut,milk chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut milk chocolate callets, milk couverture, callebaut milk chocolate,callebaut callets,best milk chocolate, belgium chocolate",Callebaut Milk Chocolate is the finest Belgium couverture callets. Savour has the cheapest price on Callebaut chocolate delivered quickly throughout Australia or around the globe.," Chocolate, Ingredients -> Callebaut Milk Chocolate",16/09/2013
Callebaut 811 Dark Couverture 54.5% - 1kg Callets,"<p style=""font-size: 12px;"">This Callebaut Belgian Dark Couverture with 53.8% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.</p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Reference: </strong>811NV</p><p><strong>Flavour Profile: </strong>Well balanced bitter cocoa taste</p><p><strong>Cacao solids: </strong>54.5% </p><p><strong>Weight: </strong>1kg</p><p><img alt="""" src=""/source/ckfinder/files/Callebaut-Dark-Chocolate-Chocolizer.jpg"" style=""width: 200px; height: 200px;"" /></p><p><strong>Origin of the Cocoa Beans: </strong>Mainly West African cocoa beans, mostly Forastero variety</p><p><strong>Pairing Tips:</strong> Vanilla, Port, Grenadine, Olive Oil, Liquorice, Mint, Dill, Cardamom, Kriek Bellevue, Raki / Anise-flavored Drink, Guinness, Macadamia nut</p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,22,0,9924,1.025,0," 1.5L Chocolate Melting Tank, Tempering Spoon, Coloured Mini Chocolate Melting Tank 1.8lt (Various Colours), 1.8lt Chocolate Colour Tank Basin Insert","This Callebaut Belgian Dark Couverture with 54.5% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/169201303233635149531537394562.png,Callebaut 811NV Dark Couverture 54.5% 1kg Callets - Savour Chocolate & Patisserie School,"callebaut,dark chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut dark chocolate callets, dark couverture, callebaut dark chocolate,callebaut callets,best dark chocolate, belgium chocolate",Callebaut Dark Chocolate is the finest Belgium couverture callets. Savour has the cheapest price on Callebaut chocolate delivered quickly throughout Australia or around the globe.," Chocolate, Ingredients -> Callebaut Dark Chocolate",16/09/2013
Callebaut 811 Dark Couverture 54.5% - 2.5kg Callets,"<p style=""font-size: 11.99px;""><span style=""font-size: 12px;"">This Belgian Dark Couverture with 54.5% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.</span></p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Reference: </strong>811NV</p><p><strong>Flavour Profile:</strong> Well balanced bitter cocoa taste</p><p><strong>Cacao solids: </strong>53.8% </p><p><strong>Weight: </strong>2.5kg</p><p><img alt="""" src=""/source/ckfinder/files/Callebaut-Dark-Chocolate-Chocolizer.jpg"" style=""width: 200px; height: 200px;"" /></p><p><strong>Origin of the Cocoa Beans: </strong>Mainly West African cocoa beans, mostly Forastero variety</p><p><strong>Pairing Tips:</strong> Vanilla, Port, Grenadine, Olive Oil, Liquorice, Mint, Dill, Cardamom, Kriek Bellevue, Raki / Anise-flavored Drink, Guinness, Macadamia nut</p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,50,0,9786,2.535,0," 6L Chocolate Melting Tank, Scraper Large Metal Red, Tempering Spoon, Coloured Mini Chocolate Melting Tank 1.8lt (Various Colours)","This Callebaut Belgian Dark Couverture with 54.5% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/169201303528635149533284724562.png,Callebaut 811 Dark Couverture 54.5% 2.5kg Callets - Savour Chocolate & Patisserie School,"callebaut,dark chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut dark chocolate callets, dark couverture, callebaut dark chocolate,callebaut callets,best dark chocolate, belgium chocolate",Callebaut Dark Chocolate is the finest Belgium couverture callets. Savour has the cheapest price on Callebaut chocolate delivered quickly throughout Australia or around the globe.," Chocolate, Ingredients -> Callebaut Dark Chocolate",16/09/2013
Callebaut 811 Dark Couverture 54.5% - 10kg Callets,"<p style=""font-size: 11.99px;""><span style=""font-size: 12px;"">This Callebaut Belgian Dark Couverture with 54.5% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.</span></p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Reference: </strong>811NV</p><p><strong>Flavour Profile: </strong>Well balanced bitter cocoa taste</p><p><strong>Cacao solids: </strong>54.5% </p><p><strong>Weight: </strong>10kg</p><p><img alt="""" src=""/source/ckfinder/files/Callebaut-Dark-Chocolate-Chocolizer.jpg"" style=""width: 200px; height: 200px;"" /></p><p><strong>Origin of the Cocoa Beans: </strong>Mainly West African cocoa beans, mostly Forastero variety</p><p><strong>Pairing Tips:</strong> Vanilla, Port, Grenadine, Olive Oil, Liquorice, Mint, Dill, Cardamom, Kriek Bellevue, Raki / Anise-flavored Drink, Guinness, Macadamia nut</p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,170,0,9940,10.06,0," Callebaut 823NV Milk Couverture 33.6% - 10kg Callets, 9L Chocolate Melting Tank, Mini Guitar Cutter for Chocolate & Pastry, 9L Chocolate Tank Basin Insert","This Callebaut Belgian Dark Couverture with 54.5% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/169201303658635149534186924562.png,Callebaut 811 Dark Couverture 54.5% 10kg Callets - Savour Chocolate & Patisserie School,"callebaut,dark chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut dark chocolate callets, dark couverture, callebaut dark chocolate,callebaut callets,best dark chocolate, belgium chocolate",Callebaut Dark Chocolate is the finest Belgium couverture callets. Savour has the cheapest price on Callebaut chocolate delivered quickly throughout Australia or around the globe.," Chocolate, Ingredients -> Callebaut Dark Chocolate",16/09/2013
Callebaut W2NV White Couverture 28% - 1kg Callets,"<p>This Belgian White Couverture with 28% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.</p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Reference: </strong>W2NV</p><p><strong>Flavour Profile: </strong>Balanced creamy milk taste</p><p><strong>Cacao solids: </strong>28% </p><p><strong>Weight: </strong>1kg</p><p><img alt="""" src=""/source/ckfinder/files/Callebaut-White-Chocolate-Chocolizer.jpg"" style=""width: 200px; height: 200px;"" /></p><p style=""font-size: 11.99px;""><strong>Origin of the Cocoa Beans: </strong>Mainly West African cocoa beans, mostly Forastero variety</p><p style=""font-size: 11.99px;""><strong>Pairing Tips:</strong> Mango, Sesame Oil, Goat Cheese, Mint, Lemon, Sechuan Pepper, Laurel, Hoegaarden, Black sesame seeds, Coriander, Rhubarb</p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,23.95,0,5,1.025,0," 1.5L Chocolate Melting Tank, Tempering Spoon, Coloured Mini Chocolate Melting Tank 1.8lt (Various Colours), 1.8lt Chocolate Colour Tank Basin Insert","This Belgian White Couverture with 28% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/169201303921635149535610254562.png,Callebaut W2NV White Couverture 28% 1kg Callets - Savour Chocolate & Patisserie School,"callebaut,white chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut white chocolate callets, white couverture, callebaut white chocolate,callebaut callets,best white chocolate",Callebaut White Chocolate is the finest Belgium couverture callets. Savour has the cheapest price on Callebaut chocolate delivered quickly throughout Australia or around the globe.," Chocolate, Ingredients -> Callebaut White Chocolate",16/09/2013
Callebaut W2NV White Couverture 28% - 2.5kg Callets,"<p style=""font-size: 11.99px;""><span style=""font-size: 12px;"">This Callebaut Belgian White Couverture with 28% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.</span></p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Reference: </strong>W2NV</p><p><strong>Flavour Profile: </strong>Balanced creamy milk taste</p><p><strong>Cacao solids: </strong>28% </p><p><strong>Weight: </strong>2.5kg</p><p><img alt="""" src=""/source/ckfinder/files/Callebaut-White-Chocolate-Chocolizer.jpg"" style=""width: 200px; height: 200px;"" /></p><p style=""font-size: 11.99px;""><strong>Origin of the Cocoa Beans: </strong>Mainly West African cocoa beans, mostly Forastero variety</p><p style=""font-size: 11.99px;""><strong>Pairing Tips:</strong> Mango, Sesame Oil, Goat Cheese, Mint, Lemon, Sechuan Pepper, Laurel, Hoegaarden, Black sesame seeds, Coriander, Rhubarb</p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,50,0,9870,2.535,0," 6L Chocolate Melting Tank, Scraper Large Metal Red, Tempering Spoon, Coloured Mini Chocolate Melting Tank 1.8lt (Various Colours)","This Callebaut Belgian White Couverture with 28% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/169201304217635149537375414562.png,Callebaut W2NV White Couverture 28% 2.5kg Callets - Savour Chocolate & Patisserie School,"callebaut,white chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut white chocolate callets, white couverture, callebaut white chocolate,callebaut callets,best white chocolate",Callebaut White Chocolate is the finest Belgium couverture callets. Savour has the cheapest price on Callebaut chocolate delivered quickly throughout Australia or around the globe.," Chocolate, Ingredients -> Callebaut White Chocolate",16/09/2013
Callebaut W2 White Couverture 28% - 10kg Callets,"<p style=""font-size: 11.99px;""><span style=""font-size: 12px;"">This Belgian White Chocolate with 28% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.</span></p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Reference: </strong>W2NV</p><p><strong>Flavour Profile: </strong>Balanced creamy milk taste</p><p><strong>Cacao solids: </strong>28% </p><p><strong>Weight: </strong>10kg</p><p><img alt="""" src=""/source/ckfinder/files/Callebaut-White-Chocolate-Chocolizer.jpg"" style=""width: 200px; height: 200px;"" /></p><p style=""font-size: 11.99px;""><strong>Origin of the Cocoa Beans: </strong>Mainly West African cocoa beans, mostly Forastero variety</p><p style=""font-size: 11.99px;""><strong>Pairing Tips:</strong> Mango, Sesame Oil, Goat Cheese, Mint, Lemon, Sechuan Pepper, Laurel, Hoegaarden, Black sesame seeds, Coriander, Rhubarb</p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,190,0,9963,10.06,0," Callebaut 811 Dark Couverture 54.5% - 10kg Callets, 9L Chocolate Melting Tank, Mini Guitar Cutter for Chocolate & Pastry, 9L Chocolate Tank Basin Insert","This Belgian White Couverture with 28% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/169201304351635149538311774562.png,Callebaut W2 White Couverture 28% 10kg Callets - Savour Chocolate & Patisserie School,"callebaut,white chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut dark chocolate callets, white couverture, callebaut white chocolate,callebaut callets,best white chocolate, belgium chocolate",Callebaut White Chocolate is the finest Belgium couverture callets. Savour has the cheapest price on Callebaut chocolate delivered quickly throughout Australia or around the globe.," Chocolate, Ingredients -> Callebaut White Chocolate",16/09/2013
DO NOT ACTIVATE - CUBA 70%,"<p>This dark couverture with 70% cocoa solids is made with the finest cocoa beans from Cuba, natural vanilla and 100% pure cocoa butter.</p><p>It is ideal for moulded chocolates, glazes, ganaches, mousses, candies, interiors, biscuits, sauces, decorations, ice creams and sorbets.</p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Flavour Profile: </strong>Nice balance between bitterness and roundness, with a spicy note</p><p><strong>Cacao solids: </strong>70% </p><p><strong>Weight: </strong>1kg</p><p><img alt="""" src=""/source/ckfinder/files/Cacao-Barry-Cuba.jpg"" style=""width: 200px; height: 200px;"" /></p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,30,24,9999,1.09,0,,"This Cacao Barry dark origin couverture with 70% cocoa solids is made with the finest cocoa beans from Cuba, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/169201304651635149540116774562.jpg,Cacao Barry Origine Cuba 70% - 1kg Pistoles,"cacao barry,dark chocolate,couverture chocolate,chocolate, cacao barry, callebaut australia, cacao barry dark chocolate callets, dark couverture, cacao barry dark chocolate,cacao barry callets,best dark chocolate, 70 dark chocolate","This dark couverture with 70% cocoa solids is made with the finest cocoa beans from Cuba, natural vanilla and 100% pure cocoa butter.", AAAA DEACTIVATED,16/09/2013
Cacao Barry Dark Mexique Origine 66% - 1kg Pistoles,"<h1 style=""font-size: 23.52px; color: rgb(51, 51, 51); font-family: Helvetica, Arial, sans-serif; margin: 0px; line-height: 23.52px;""> </h1><p>This dark couverture with 66% cocoa solids is made with the finest cocoa beans from Mexico, natural vanilla and 100% pure cocoa butter.</p><p>It is ideal for moulded chocolates, glazes, ganaches, mousses, candies, interiors, biscuits, sauces, decorations, ice creams and sorbets.</p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Flavour Profile: </strong>A bittersweet, delicately tart chocolate whose aromas unveil a note of liquorice</p><p><strong>Cacao solids: </strong>66% </p><p><strong>Weight: </strong>1kg</p><p><img alt="""" src=""/source/ckfinder/files/Cocoa-Barry-Mexique.jpg"" style=""width: 200px; height: 200px;"" /></p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,30,0,9985,1.09,0,,"This Cacao Barry dark origin couverture with 66% cocoa solids is made with the finest cocoa beans from Mexico, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/201201601013635888958136976966.jpg,Cacao Barry Mexique Origine 66% 1kg Pistoles - Savour Chocolate & Patisserie School,"cacao barry,dark chocolate,couverture chocolate,chocolate, cacao barry, callebaut australia, cacao barry dark chocolate callets, dark couverture, cacao barry dark chocolate,cacao barry callets,best dark chocolate, 70 dark chocolate",This Cacao Barry dark origin couverture with 66% cocoa solids is made with the finest cocoa beans from Mexico. Savour has the cheapest price on Cacao Barry chocolate delivered quickly throughout Australia or around the globe.," Chocolate, Ingredients -> Cacao Barry",16/09/2013
Cacao Barry Ghana Origine 40.5% - 1kg Pistoles,"<p><span style=""color: rgb(255, 0, 0);""><span style=""font-size: 20px;""><strong>PAST BEST BEFORE</strong></span></span></p><p><strong style=""font-size: 14px;"">Best Before:</strong><span style=""font-size: 14px;""> 13/08/2016</span></p><p><strong style=""font-size: 16px;""><span style=""color: rgb(255, 0, 0);"">50% OFF!!!</span></strong></p><div> </div><p><strike><strong>was  $32.00</strong></strike></p><p><strong style=""font-size: 16px;""><span style=""color: rgb(255, 0, 0);"">NOW $15.00 </span></strong></p><p> </p><p>This milk couverture with 40.5% cocoa solids is made with the finest cocoa beans from Ghana, natural vanilla and 100% pure cocoa butter.</p><p>It is ideal for moulded chocolates, glazes, ganaches, mousses, candies, interiors, biscuits, sauces, decorations, ice creams and sorbets.</p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Flavour Profile: </strong>A bold milk chocolate bursting with the fragrance of hazelnuts and a note of caramel</p><p><strong>Cacao solids: </strong>40.5% </p><p><strong>Weight: </strong>1kg</p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,30,15,49,1.09,0,,"This Cacao Barry milk couverture with 40.5% cocoa solids is made with the finest cocoa beans from Ghana, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/169201304847635149541274764562.jpg,Cacao Barry Ghana Origine 40.5% - 1kg Pistoles,"cacao barry,milk chocolate,couverture chocolate,chocolate, cacao barry, callebaut australia, cacao barry milk chocolate callets, milk couverture, cacao barry milk chocolate,cacao barry callets,best milk chocolate,","This Cacao Barry milk couverture with 40.5% cocoa solids is made with the finest cocoa beans from Ghana, natural vanilla and 100% pure cocoa butter."," Chocolate, SALE, Back in Stock",16/09/2013
Cacao Barry DARK Tanzanie Origine 75% - 1kg Pistoles,"<h1 style=""font-size: 23.52px; color: rgb(51, 51, 51); font-family: Helvetica, Arial, sans-serif; margin: 0px; line-height: 23.52px;""> </h1><p>This dark couverture with 75% cocoa solids is made with the finest cocoa beans from Tanzania, natural vanilla and 100% pure cocoa butter.</p><p>It is ideal for moulded chocolates, glazes, ganaches, mousses, candies, interiors, biscuits, sauces, decorations, ice creams and sorbets.</p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Flavour Profile: </strong>Powerful and sharp chocolate with fruity and spicy note</p><p><strong>Cacao solids: </strong>75% </p><p><strong>Weight: </strong>1kg</p><p><img alt="""" src=""/source/ckfinder/files/Cacao-Barry-Tanzania.jpg"" style=""width: 200px; height: 200px;"" /></p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,30,0,9986,1.09,0,,"This Cacao Barry dark couverture with 75% cocoa solids is made with the finest cocoa beans from Tanzania, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/201201601141635888959010750774.jpg,Cacao Barry Tanzanie Origine 75% 1kg Pistoles - Savour Chocolate & Patisserie School,"cacao barry,dark chocolate,couverture chocolate,chocolate, cacao barry, callebaut australia, cacao barry dark chocolate callets, dark couverture, cacao barry dark chocolate,cacao barry callets,best dark chocolate, 70 dark chocolate",This Cacao Barry dark couverture with 75% cocoa solids is made with the finest cocoa beans from Tanzania. Savour has the cheapest price on Cacao Barry chocolate delivered quickly throughout Australia or around the globe.," Chocolate, Ingredients -> Cacao Barry",16/09/2013
Cacao Barry DARK Venezuela Origine 72% - 1kg Pistoles,"<h1 style=""font-size: 23.52px; color: rgb(51, 51, 51); font-family: Helvetica, Arial, sans-serif; margin: 0px; line-height: 23.52px;""> </h1><p>This dark couverture with 72% cocoa solids is made with the finest cocoa beans from Venezuela, natural vanilla and 100% pure cocoa butter.</p><p>It is ideal for moulded chocolates, glazes, ganaches, mousses, candies, interiors, biscuits, sauces, decorations, ice creams and sorbets.</p><p><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p><strong>Flavour Profile: </strong>A hint of bitterness marks this chocolate with fruity and acidic overtones.</p><p><strong>Cacao solids: </strong>72% </p><p><strong>Weight: </strong>1kg</p><p><img alt="""" src=""/source/ckfinder/files/Cacao-Barry-Venezuela.jpg"" style=""width: 200px; height: 200px;"" /></p><p><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,30,0,9994,1.09,0,,"This Cacao Barry dark couverture with 72% cocoa solids is made with the finest cocoa beans from Venezuela, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/201201601052635888958527767106.jpg,Cacao Barry Venezuela Origine 72% 1kg Pistoles - Savour Chocolate & Patisserie School,"cacao barry,dark chocolate,couverture chocolate,chocolate, cacao barry, callebaut australia, cacao barry dark chocolate callets, dark couverture, cacao barry dark chocolate,cacao barry callets,best dark chocolate, 70 dark chocolate","This Cacao Barry dark couverture with 72% cocoa solids is made with the finest cocoa beans from Venezuela, natural vanilla and 100% pure cocoa butter. Savour has the cheapest price on Cacao Barry chocolate delivered quickly throughout Australia or around the globe."," Chocolate, Ingredients -> Cacao Barry",16/09/2013
